"X","Metal_ID","QUBR_ID","Elevation..m.","Stick","Canopy1","Canopy2","Tree_pic","Env_pic","Recorder","Date","Comments","Page","Locality","Transcriber","Checked.","Daniel_tag","Daniel_lat","Daniel_long","DBH_ag","multistemmed","Canopy_short","Canopy_long","Crown_spread","a","b","c","eccentricity","Canopy_area","X.1","Y","geometry"
15,39,"LM_033","513",172,12.95,9.65,"Y","Y","KA","9/5/23",NA,"1B","LM","AMH","Y",NA,NA,NA,0.558,FALSE,9.65,12.95,11.3,6.475,4.825,4.31798564147682,0.66687036934005,98.1492449843706,584870.750579951,2654622.40859339,c(584870.750579951, 2654622.40859339)
16,40,"LM_034","511",172,9.36,4,"Y","Y","KA","9/5/23",NA,"1B","LM","AMH","Y",NA,NA,NA,0.935,FALSE,4,9.36,6.68,4.68,2,4.23112278243021,0.904086064621841,29.4053072376005,584870.560279893,2654625.91378086,c(584870.560279893, 2654625.91378086)
17,25,"LM_138","507",172,10.05,9.2,"Y","Y","KA","9/5/23",NA,"2A","LM","AMH","Y",NA,NA,NA,0.292,FALSE,9.2,10.05,9.625,5.025,4.6,2.02252935701809,0.402493404381709,72.6179141877281,584755.725163794,2654464.12806031,c(584755.725163794, 2654464.12806031)
18,26,"LM_139","504",172,9.1,8.2,"Y","Y","KA","9/5/23","2 trunks at breast height so 2 DBH's","2A","LM","AMH","Y",NA,NA,NA,0.404604745399754,TRUE,8.2,9.1,8.65,4.55,4.1,1.97294196569489,0.433613618834041,58.6064109527176,584761.161063449,2654462.31479076,c(584761.161063449, 2654462.31479076)
19,27,"LM_140","507",172,6.7,5,"Y","Y","KA","9/5/23",NA,"2A","LM","AMH","Y",NA,NA,NA,0.418,FALSE,5,6.7,5.85,3.35,2.5,2.22991031209778,0.665644869282918,26.3108384738145,584776.371874736,2654470.34012863,c(584776.371874736, 2654470.34012863)
20,28,"LM_150","507",172,7.01,14.4,"Y","Y","KA","9/5/23","More trees next to this tree that we did not sample; 2 trunks at breast height so 2 DBH's","2A","LM","AMH","Y",NA,NA,NA,0.629305966919113,TRUE,7.01,14.4,10.705,7.2,3.505,6.28927460046069,0.873510361175096,79.281232205992,584816.976198987,2654484.60570535,c(584816.976198987, 2654484.60570535)
21,29,"LM_027","506",172,13.3,16.8,"Y","Y","KA","9/5/23","2 trunks at breast height so 2 DBH's","2A","LM","AMH","Y",NA,NA,NA,0.837606112680656,TRUE,13.3,16.8,15.05,8.4,6.65,5.13200740451531,0.610953262442299,175.489365629526,584815.176217636,2654530.91530102,c(584815.176217636, 2654530.91530102)
22,30,"LM_028","509",172,9.2,6.1,"Y","Y","KA","9/5/23",NA,"2A","LM","AMH","Y",NA,NA,NA,0.445,FALSE,6.1,9.2,7.65,4.6,3.05,3.4434720849747,0.748580888037978,44.0765449298648,584803.382528882,2654547.08525605,c(584803.382528882, 2654547.08525605)
23,31,"LM_029","508",172,8.9,4,"Y","Y","KA","9/5/23",NA,"2A","LM","AMH","Y",NA,NA,NA,0.371,FALSE,4,8.9,6.45,4.45,2,3.97523584206019,0.893311425182066,27.9601746169492,584805.055979178,2654550.78601857,c(584805.055979178, 2654550.78601857)
24,32,"LM_030","509",172,8.3,8.95,"Y","Y","KA","9/5/23",NA,"2A","LM","AMH","Y",NA,NA,NA,0.395,FALSE,8.3,8.95,8.625,4.475,4.15,1.67425356502532,0.374134874865993,58.3433025679794,584805.574399407,2654549.12820176,c(584805.574399407, 2654549.12820176)
25,17,"LM_147","498",172,7,5.9,"Y","Y","KA","9/5/23",NA,"2B","LM","AMH","Y",NA,NA,NA,0.26,FALSE,5.9,7,6.45,3.5,2.95,1.88348082018374,0.538137377195353,32.4369441483146,584493.144185586,2654430.09759294,c(584493.144185586, 2654430.09759294)
26,18,"LM_145","505",172,9.3,6.2,"Y","Y","KA","9/5/23",NA,"2B","LM","AMH","Y",NA,NA,NA,0.382,FALSE,6.2,9.3,7.75,4.65,3.1,3.46590536512467,0.74535599249993,45.2860581014969,584492.83994817,2654424.19043336,c(584492.83994817, 2654424.19043336)
27,19,"LM_146","?",172,9.65,3,"Y","Y","KA","9/5/23",NA,"2B","LM","AMH","Y",NA,NA,NA,0.43,FALSE,3,9.65,6.325,4.825,1.5,4.58591593904642,0.950448899284232,22.7372768303561,584499.761336493,2654429.2139047,c(584499.761336493, 2654429.2139047)
28,20,"LM_144","505",172,10.9,6.9,"Y","Y","KA","9/5/23",NA,"2B","LM","AMH","Y",NA,NA,NA,0.397,FALSE,6.9,10.9,8.9,5.45,3.45,4.2190046219458,0.774129288430422,59.0697958691221,584582.072798214,2654443.35575828,c(584582.072798214, 2654443.35575828)
29,21,"LM_143","504",172,12.75,10.9,"Y","Y","KA","9/5/23",NA,"2B","LM","AMH","Y",NA,NA,NA,0.415,FALSE,10.9,12.75,11.825,6.375,5.45,3.30728362859916,0.518789588799868,109.15070975816,584671.518582471,2654455.14119585,c(584671.518582471, 2654455.14119585)
30,22,"LM_142","503",172,16.55,14.3,"Y","Y","KA","9/5/23",NA,"2B","LM","AMH","Y",NA,NA,NA,0.78,FALSE,14.3,16.55,15.425,8.275,7.15,4.16570822309965,0.503408848712948,185.876256340457,584691.666564059,2654459.68930799,c(584691.666564059, 2654459.68930799)
31,23,"LM_141","503",172,7.3,7.1,"Y","Y","KA","9/5/23",NA,"2B","LM","AMH","Y",NA,NA,NA,0.335,FALSE,7.1,7.3,7.2,3.65,3.55,0.848528137423857,0.232473462307906,40.7071868088897,584688.611738653,2654460.22487872,c(584688.611738653, 2654460.22487872)
32,24,"LM_137","506",172,11.15,8.9,"Y","Y","KA","9/5/23",NA,"2B","LM","AMH","Y",NA,NA,NA,0.4,FALSE,8.9,11.15,10.025,5.575,4.45,3.35829197658572,0.602384211046765,77.9389867447458,584712.685100683,2654460.36719794,c(584712.685100683, 2654460.36719794)
33,233,"LM_108","1744",172,6.6,9.5,"Y","Y","KA","9/5/23",NA,"3A","LM","AMH","Y",NA,NA,NA,0.373,FALSE,6.6,9.5,8.05,4.75,3.3,3.4165040611713,0.719264012878169,49.24446484502,585594.512206685,2654789.8507925,c(585594.512206685, 2654789.8507925)
34,234,"LM_109","1740",172,6.4,9.2,"Y","Y","KA","9/5/23",NA,"3A","LM","AMH","Y",NA,NA,NA,0.328,FALSE,6.4,9.2,7.8,4.6,3.2,3.30454232837166,0.718378767037318,46.2442438608417,585591.960478876,2654791.31189193,c(585591.960478876, 2654791.31189193)
35,235,"LM_110","1737",172,6.6,7.4,"Y","Y","KA","9/5/23",NA,"3A","LM","AMH","Y",NA,NA,NA,0.314,FALSE,6.6,7.4,7,3.7,3.3,1.67332005306815,0.452248662991392,38.3588463003314,585589.11600483,2654785.02042596,c(585589.11600483, 2654785.02042596)
36,236,"LM_111","1737",172,5.1,7.4,"Y","Y","KA","9/5/23","2 trunks at breast height so 2 DBH's","3A","LM","AMH","Y",NA,NA,NA,0.361387603550537,TRUE,5.1,7.4,6.25,3.7,2.55,2.6809513236909,0.724581438835379,29.6409266866197,585592.180725435,2654782.82421807,c(585592.180725435, 2654782.82421807)
37,237,"LM_112","1734",172,9.7,6.4,"Y","Y","KA","9/5/23",NA,"3A","LM","AMH","Y",NA,NA,NA,0.396,FALSE,6.4,9.7,8.05,4.85,3.2,3.64451642882838,0.751446686356368,48.7575179837136,585596.952848684,2654778.60823706,c(585596.952848684, 2654778.60823706)
38,238,"LM_113","1735",172,10.8,8.7,"Y","Y","KA","9/5/23","2 trunks at breast height so 2 DBH's","3A","LM","AMH","Y",NA,NA,NA,0.567402855121474,TRUE,8.7,10.8,9.75,5.4,4.35,3.19960935115523,0.592520250213932,73.7960114328242,585580.140130477,2654755.07079431,c(585580.140130477, 2654755.07079431)
39,239,"LM_114","1733",172,12.5,13.9,"Y","Y","KA","9/5/23",NA,"3A","LM","AMH","Y",NA,NA,NA,0.7,FALSE,12.5,13.9,13.2,6.95,6.25,3.03973683071413,0.437372205858149,136.462930890307,585575.692729056,2654761.68778287,c(585575.692729056, 2654761.68778287)
40,240,"LM_115","1742",172,12,11.9,"Y","Y","KA","9/5/23",NA,"3A","LM","AMH","Y",NA,NA,NA,0.528,FALSE,11.9,12,11.95,6,5.95,0.772981241687013,0.128830206947836,112.154857733156,585574.364068116,2654757.0662648,c(585574.364068116, 2654757.0662648)
41,241,"LM_116","1733",172,9.6,11.9,"Y","Y","KA","9/5/23",NA,"3B","LM","AMH","Y",NA,NA,NA,0.493,FALSE,9.6,11.9,10.75,5.95,4.8,3.51603469834983,0.590930201403333,89.7238861865245,585568.420684567,2654758.69165165,c(585568.420684567, 2654758.69165165)
42,242,"LM_117","1729",172,15.2,12.8,"Y","Y","KA","9/5/23",NA,"3B","LM","AMH","Y",NA,NA,NA,0.496,FALSE,12.8,15.2,14,7.6,6.4,4.09878030638384,0.5393131982084,152.807066670608,585581.330130641,2654754.52427371,c(585581.330130641, 2654754.52427371)
43,243,"LM_118","1738",172,14.1,20.6,"Y","Y","KA","9/5/23","2 trunks at breast height so 2 DBH's. Biggin!","3B","LM","AMH","Y",NA,NA,NA,0.680018382104484,TRUE,14.1,20.6,17.35,10.3,7.05,7.50916107165108,0.729044764237969,228.126750540423,585578.318321158,2654747.86272443,c(585578.318321158, 2654747.86272443)
44,244,"LM_119","1739",172,12.9,8.1,"Y","Y","KA","9/5/23",NA,"3B","LM","AMH","Y",NA,NA,NA,0.406,FALSE,8.1,12.9,10.5,6.45,4.05,5.01996015920445,0.778288396775884,82.0662540933994,585575.812887155,2654741.57328734,c(585575.812887155, 2654741.57328734)
45,245,"LM_120","1739",172,19.6,18.9,"Y","Y","KA","9/5/23","2 trunks at breast height so 2 DBH's","3B","LM","AMH","Y",NA,NA,NA,0.691757905628841,TRUE,18.9,19.6,19.25,9.8,9.45,2.59566947048349,0.264864231681989,290.942895648951,585569.681230482,2654746.33478423,c(585569.681230482, 2654746.33478423)
46,246,"LM_121","1737",172,4.5,1,"Y","Y","KA","9/5/23",NA,"3B","LM","AMH","Y",NA,NA,NA,0.26,FALSE,1,4.5,2.75,2.25,0.5,2.19374109684803,0.974996043043569,3.53429173528852,585565.272409476,2654746.49299306,c(585565.272409476, 2654746.49299306)
47,247,"LM_122","1727",172,12.85,6.5,"Y","Y","KA","9/5/23","2 trunks at breast height so 2 DBH's","3B","LM","AMH","Y",NA,NA,NA,0.600536426871843,TRUE,6.5,12.85,9.675,6.425,3.25,5.54239343605269,0.862629328568513,65.6003815977719,585562.241853588,2654742.96857055,c(585562.241853588, 2654742.96857055)
48,1,"LM_123","1732",172,12.2,7.5,"Y","Y","KA","9/5/23",NA,"3B","LM","AMH","Y",NA,NA,NA,0.784,FALSE,7.5,12.2,9.85,6.1,3.75,4.81118488524397,0.788718833646552,71.8639319508665,585554.467826356,2654738.86218936,c(585554.467826356, 2654738.86218936)
49,2,"LM_124","1735",172,11.4,7.3,"Y","Y","KA","9/5/23",NA,"4A","LM","AMH","Y",NA,NA,NA,0.39,FALSE,7.3,11.4,9.35,5.7,3.65,4.37807035119355,0.768082517753254,65.3608351579357,585556.486729472,2654741.45785199,c(585556.486729472, 2654741.45785199)
50,3,"LM_125","1732",172,21,10.9,"Y","Y","KA","9/5/23",NA,"4A","LM","AMH","Y",NA,NA,NA,0.95,FALSE,10.9,21,15.95,10.5,5.45,8.97482590360393,0.854745324152755,179.777639601676,585552.650409975,2654730.91597676,c(585552.650409975, 2654730.91597676)
51,4,"LM_126","1729",172,3.9,9.65,"Y","Y","KA","9/5/23",NA,"4A","LM","AMH","Y",NA,NA,NA,0.573,FALSE,3.9,9.65,6.775,4.825,1.95,4.41340288213075,0.914694897850932,29.558459879463,585526.294274387,2654744.04571256,c(585526.294274387, 2654744.04571256)
52,5,"LM_127","1723",172,13.6,8.6,"Y","Y","KA","9/5/23","2 trunks at breast height so 2 DBH's","4A","LM","AMH","Y",NA,NA,NA,0.641517731633351,TRUE,8.6,13.6,11.1,6.8,4.3,5.26782687642637,0.774680423003878,91.8601691909656,585520.848457993,2654747.51952186,c(585520.848457993, 2654747.51952186)
53,6,"LM_128","1725",172,4.15,7.28,"Y","Y","KA","9/5/23",NA,"4A","LM","AMH","Y",NA,NA,NA,0.415,FALSE,4.15,7.28,5.715,3.64,2.075,2.99064792310964,0.821606572282868,23.7284493125637,585522.500768449,2654754.72657147,c(585522.500768449, 2654754.72657147)
54,7,"LM_129","1723",172,16.1,13.6,"Y","Y","KA","9/5/23","Daniel tag: 64","4A","LM","AMH","Y",64,24.00245,-110.159116666667,0.00464732433828334,FALSE,13.6,16.1,14.85,8.05,6.8,4.30842198490352,0.535207699988015,171.970781857505,585525.04368136,2654754.74175288,c(585525.04368136, 2654754.74175288)
55,8,"LM_130","1731",172,8.65,11.95,"Y","Y","KA","9/5/23",NA,"4A","LM","AMH","Y",NA,NA,NA,0.437,FALSE,8.65,11.95,10.3,5.975,4.325,4.12249924196476,0.689958032127993,81.1846446549857,585527.76713935,2654752.91258046,c(585527.76713935, 2654752.91258046)
56,9,"LM_131","1740",172,8.2,7.85,"Y","Y","KA","9/5/23",NA,"4A","LM","AMH","Y",NA,NA,NA,0.518,FALSE,7.85,8.2,8.025,4.1,3.925,1.18506328944913,0.289039826694911,50.5560797778937,585530.959516238,2654757.72976422,c(585530.959516238, 2654757.72976422)
57,10,"LM_132","1729",172,12.05,10.1,"Y","Y","KA","9/5/23",NA,"4B","LM","AMH","Y",NA,NA,NA,0.673,FALSE,10.1,12.05,11.075,6.025,5.05,3.28605006048295,0.54540249966522,95.5868834762864,585442.624691606,2654759.04805687,c(585442.624691606, 2654759.04805687)
58,11,"LM_133","1725",172,9.95,12.5,"Y","Y","KA","9/5/23",NA,"4B","LM","AMH","Y",NA,NA,NA,0.628,FALSE,9.95,12.5,11.225,6.25,4.975,3.78310388437854,0.605296621500567,97.6838965725576,585538.657508297,2654774.56916157,c(585538.657508297, 2654774.56916157)
59,12,"LM_134","1725",172,9.25,8.05,"Y","Y","KA","9/5/23",NA,"4B","LM","AMH","Y",NA,NA,NA,0.635,FALSE,8.05,9.25,8.65,4.625,4.025,2.2781571499789,0.492574518914357,58.4827107419825,585542.013894021,2654780.31004371,c(585542.013894021, 2654780.31004371)
60,260,"LM_014","1719",172,11.25,13.95,"Y","Y","KA","9/5/23",NA,"4B","LM","AMH","Y",NA,NA,NA,0.584,FALSE,11.25,13.95,12.6,6.975,5.625,4.12431812546026,0.591300089671721,123.258424268187,585422.826293799,2654752.84005968,c(585422.826293799, 2654752.84005968)
61,13,"LM_135","1709",172,15.05,15.3,"Y","Y","KA","9/5/23",NA,"4B","LM","AMH","Y",NA,NA,NA,0.718,FALSE,15.05,15.3,15.175,7.65,7.525,1.37727085208393,0.180035405501168,180.849708094713,585367.619532193,2654714.12599294,c(585367.619532193, 2654714.12599294)
62,14,"LM_136","1705",172,3.9,6.1,"Y","Y","KA","9/5/23","2 trunks at breast height so 2 DBH's","4B","LM","AMH","Y",NA,NA,NA,0.248477363154071,TRUE,3.9,6.1,5,3.05,1.95,2.34520787991171,0.768920616364497,18.6846223072253,585362.669133823,2654719.81733111,c(585362.669133823, 2654719.81733111)
63,15,"LM_149","503",172,10.8,7.5,"Y","Y","KA","9/5/23",NA,"4B","LM","AMH","Y",NA,NA,NA,0.538,FALSE,7.5,10.8,9.15,5.4,3.75,3.88555015409659,0.719546324832701,63.6172512351933,584458.899840024,2654458.49979516,c(584458.899840024, 2654458.49979516)
64,16,"LM_148","495",172,10.4,7.8,"Y","Y","KA","9/5/23",NA,"4B","LM","AMH","Y",NA,NA,NA,0.398,FALSE,7.8,10.4,9.1,5.2,3.9,3.43947670438397,0.661437827766148,63.711499014801,584477.190862475,2654432.95620227,c(584477.190862475, 2654432.95620227)
65,201,"LM_076","1755",172,14.8,12.9,"Y","Y","KA","9/5/23",NA,"5A","LM","AMH","Y",NA,NA,NA,0.71,FALSE,12.9,14.8,13.85,7.4,6.45,3.62732683942321,0.490179302624759,149.948217355841,585634.345211825,2654819.43123617,c(585634.345211825, 2654819.43123617)
66,202,"LM_077","1739",172,5.35,3.52,"Y","Y","KA","9/5/23",NA,"5A","LM","AMH","Y",NA,NA,NA,0.871005166459993,TRUE,3.52,5.35,4.435,2.675,1.76,2.01445402032412,0.753066923485651,14.7906182131007,585631.838712787,2654813.32632432,c(585631.838712787, 2654813.32632432)
67,203,"LM_078","1735",172,5.4,7.3,"Y","Y","KA","9/5/23",NA,"5A","LM","AMH","Y",NA,NA,NA,0.453,FALSE,5.4,7.3,6.35,3.65,2.7,2.45611481816303,0.672908169359733,30.9603956011274,585628.908220205,2654821.42871114,c(585628.908220205, 2654821.42871114)
68,204,"LM_079","1727",172,7.8,5.7,"Y","Y","KA","9/5/23",NA,"5A","LM","AMH","Y",NA,NA,NA,0.426,FALSE,5.7,7.8,6.75,3.9,2.85,2.66223590239483,0.682624590357648,34.9188023446506,585628.238937782,2654819.9483642,c(585628.238937782, 2654819.9483642)
69,205,"LM_080","1735",172,6.9,7.2,"Y","Y","KA","9/5/23",NA,"5A","LM","AMH","Y",NA,NA,NA,0.463,FALSE,6.9,7.2,7.05,3.6,3.45,1.02834819006016,0.28565227501671,39.0185807575852,585629.26492325,2654818.47815087,c(585629.26492325, 2654818.47815087)
70,206,"LM_081","1743",172,8,8.6,"Y","Y","KA","9/5/23",NA,"5A","LM","AMH","Y",NA,NA,NA,0.464,FALSE,8,8.6,8.3,4.3,4,1.57797338380595,0.366970554373477,54.0353936417444,585622.490468831,2654817.33039775,c(585622.490468831, 2654817.33039775)
71,207,"LM_082","1742",172,9.4,7.3,"Y","Y","KA","9/5/23",NA,"5A","LM","AMH","Y",NA,NA,NA,0.495,FALSE,7.3,9.4,8.35,4.7,3.65,2.96099645389859,0.629999245510337,53.8940219723329,585623.182915271,2654814.935474,c(585623.182915271, 2654814.935474)
72,208,"LM_083","1745",172,8.6,7.9,"Y","Y","KA","9/5/23",NA,"5A","LM","AMH","Y",NA,NA,NA,0.43,FALSE,7.9,8.6,8.25,4.3,3.95,1.69926454679664,0.395177801580614,53.3599512212226,585619.128609297,2654812.51217869,c(585619.128609297, 2654812.51217869)
73,209,"LM_084","1736",172,5,6.8,"Y","Y","KA","9/5/23",NA,"5B","LM","AMH","Y",NA,NA,NA,0.355,FALSE,5,6.8,5.9,3.4,2.5,2.30434372436058,0.677748154223701,26.7035375555132,585624.050403829,2654811.61888016,c(585624.050403829, 2654811.61888016)
74,210,"LM_085","1739",172,17.1,11.74,"Y","Y","KA","9/5/23","Daniel tag: 81","5B","LM","AMH","Y",81,24.0028833333333,-110.158133333333,0.00822232082719653,TRUE,11.74,17.1,14.42,8.55,5.87,6.21655853346528,0.727082869411144,157.671822894691,585622.411387615,2654802.19737644,c(585622.411387615, 2654802.19737644)
75,211,"LM_086","1743",172,12.8,12.6,"Y","Y","KA","9/5/23",NA,"5B","LM","AMH","Y",NA,NA,NA,0.615,FALSE,12.6,12.8,12.7,6.4,6.3,1.12694276695847,0.176084807337261,126.66901579274,585617.831952739,2654802.53909202,c(585617.831952739, 2654802.53909202)
76,212,"LM_087","1737",172,10.3,11.3,"Y","Y","KA","9/5/23","So many root sprouts/saplings!","5B","LM","AMH","Y",NA,NA,NA,0.506,FALSE,10.3,11.3,10.8,5.65,5.15,2.32379000772445,0.411290266853885,91.412492237829,585612.794669037,2654794.38908236,c(585612.794669037, 2654794.38908236)
77,213,"LM_088","1737",172,7,8.3,"Y","Y","KA","9/5/23",NA,"5B","LM","AMH","Y",NA,NA,NA,0.336,FALSE,7,8.3,7.65,4.15,3.5,2.22991031209778,0.537327786047657,45.6316332933918,585619.937968935,2654790.55636668,c(585619.937968935, 2654790.55636668)
78,214,"LM_089","1742",172,8.3,8.1,"Y","Y","KA","9/5/23",NA,"5B","LM","AMH","Y",NA,NA,NA,0.401,FALSE,8.1,8.3,8.2,4.15,4.05,0.905538513813744,0.218202051521384,52.8023185252105,585609.705685307,2654800.64509279,c(585609.705685307, 2654800.64509279)
79,215,"LM_090","1741",172,6.9,6,"Y","Y","KA","9/5/23","WASP","5B","LM","AMH","Y",NA,NA,NA,0.386,FALSE,6,6.9,6.45,3.45,3,1.70367250374008,0.493818117026111,32.5154839646544,585605.801050123,2654801.54447476,c(585605.801050123, 2654801.54447476)
80,216,"LM_091","1735",172,13.5,10,"Y","Y","KA","9/5/23",NA,"5B","LM","AMH","Y",NA,NA,NA,0.985,FALSE,10,13.5,11.75,6.75,5,4.53458928680426,0.671791005452483,106.028752058656,585605.758041712,2654808.74140517,c(585605.758041712, 2654808.74140517)
81,217,"LM_092","1739",172,5.8,14.2,"Y","Y","KA","9/5/23",NA,"6A","LM","AMH","Y",NA,NA,NA,0.766,FALSE,5.8,14.2,10,7.1,2.9,6.48074069840786,0.912780380057445,64.6853927374138,585601.87325815,2654806.31912799,c(585601.87325815, 2654806.31912799)
82,218,"LM_093","1738",172,11.6,10.5,"Y","Y","KA","9/5/23",NA,"6A","LM","AMH","Y",NA,NA,NA,0.535,FALSE,10.5,11.6,11.05,5.8,5.25,2.46525860712421,0.425044587435209,95.6614963018092,585600.209967177,2654800.95743414,c(585600.209967177, 2654800.95743414)
83,219,"LM_094","1735",172,8.2,10.2,"Y","Y","KA","9/5/23",NA,"6A","LM","AMH","Y",NA,NA,NA,0.415,FALSE,8.2,10.2,9.2,5.1,4.1,3.03315017762062,0.59473532894522,65.6907023865626,585601.59264855,2654796.53665814,c(585601.59264855, 2654796.53665814)
84,220,"LM_095","1736",172,9.3,7.4,"Y","Y","KA","9/5/23",NA,"6A","LM","AMH","Y",NA,NA,NA,0.378,FALSE,7.4,9.3,8.35,4.65,3.7,2.81646942110153,0.605692348623985,54.0511016050124,585604.824690372,2654794.71053933,c(585604.824690372, 2654794.71053933)
85,221,"LM_096","1740",172,9.2,8.4,"Y","Y","KA","9/5/23",NA,"6A","LM","AMH","Y",NA,NA,NA,0.423,FALSE,8.4,9.2,8.8,4.6,4.2,1.87616630392937,0.407862239984646,60.6955700673548,585606.505625037,2654797.11964688,c(585606.505625037, 2654797.11964688)
86,222,"LM_097","1740",172,6.3,5.5,"Y","Y","KA","9/5/23",NA,"6A","LM","AMH","Y",NA,NA,NA,0.29,FALSE,5.5,6.3,5.9,3.15,2.75,1.53622914957372,0.487691793515467,27.2140463617216,585606.398956473,2654786.60004335,c(585606.398956473, 2654786.60004335)
87,223,"LM_098","1740",172,8.3,9.4,"Y","Y","KA","9/5/23",NA,"6A","LM","AMH","Y",NA,NA,NA,0.333,FALSE,8.3,9.4,8.85,4.7,4.15,2.20624114729102,0.469413010061919,61.2767647082689,585603.847226807,2654788.06114072,c(585603.847226807, 2654788.06114072)
88,224,"LM_099","1740",172,6,8.2,"Y","Y","KA","9/5/23",NA,"6A","LM","AMH","Y",NA,NA,NA,0.337,FALSE,6,8.2,7.1,4.1,3,2.79463772249642,0.681618956706445,38.6415896391544,585607.115662753,2654780.14531216,c(585607.115662753, 2654780.14531216)
